part_number,mlfb,productos,description
Q24040CT2,US2:Q24040CT2,MX:Q24040CT2,BREAKER (2)40A 2P 120/240V 10K QT
Q115H,US2:Q115H,MX:Q115H,BREAKER 15A 1P 120V 22K QPH
Q120H,US2:Q120H,MX:Q120H,BEAKER 20A 1P 120V 22K QPH
Q130H,US2:Q130H,MX:Q130H,BREAKER 30A 1P 120V 22K QPH
Q140H,US2:Q140H,MX:Q140H,BREAKER 40A 1P 120V 22K QPH
Q150H,US2:Q150H,MX:Q150H,BREAKER 50A 1P 120V 22K QPH
Q160H,US2:Q160H,MX:Q160H,BREAKER 60A 1P 120V 22K QPH
Q170H,US2:Q170H,MX:Q170H,BREAKER 70A 1P 120V 22K QPH
Q215H,US2:Q215H,MX:Q215H,BREAKER 15A 2P 120/240V 22K QPH
Q220H,US2:Q220H,MX:Q220H,BREAKER 20A 2P 120/240V 22K QPH
Q230H,US2:Q230H,MX:Q230H,BREAKER 30A 2P 120/240V 22K QPH
Q240H,US2:Q240H,MX:Q240H,INTERRUPTOR QP 2P 40A 22KA
Q250H,US2:Q250H,MX:Q250H,BREAKER 50A 2P 120/240V 22K QPH
Q260H,US2:Q260H,MX:Q260H,BREAKER 60A 2P 120/240V 22K QPH
Q270H,US2:Q270H,MX:Q270H,BREAKER 70A 2P 120/240V 22K QPH
Q280H,US2:Q280H,MX:Q280H,BREAKER 80A 2P 120/240V 22K QPH
Q290H,US2:Q290H,MX:Q290H,BREAKER 90A 2P 120/240V 22K QPH
Q2100H,US2:Q2100H,MX:Q2100H,BREAKER 100A 2P 120/240V 22K QPH
Q2110H,US2:Q2110H,MX:Q2110H,BREAKER 110A 2P 120/240V 22K QPH
Q2125H,US2:Q2125H,MX:Q2125H,BREAKER QP/MP 2P 120/240V 125A 22KA
Q315H,US2:Q315H,MX:Q315H,BREAKER 15A 3P 240V 22K QPH
Q320H,US2:Q320H,MX:Q320H,BREAKER 20A 3P 240V 22K QPH
Q330H,US2:Q330H,MX:Q330H,BREAKER 30A 3P 240V 22K QPH
Q340H,US2:Q340H,MX:Q340H,INTERRUPTOR QP 3P 40A 22KA
Q350H,US2:Q350H,MX:Q350H,BREAKER 50A 3P 240V 22K QPH
Q360H,US2:Q360H,MX:Q360H,BREAKER 60A 3P 240V 22K QPH
Q370H,US2:Q370H,MX:Q370H,BREAKER 70A 3P 240V 22K QPH
Q380H,US2:Q380H,MX:Q380H,BREAKER 80A 3P 240V 22K QPH
Q390H,US2:Q390H,MX:Q390H,BREAKER 90A 3P 240V 22K QPH
Q3100H,US2:Q3100H,MX:Q3100H,BREAKER 100A 3P 240V 22K QPH
QF115A,US2:QF115A,MX:QF115A,BREAKER 15A 1P 120V 10K QPF2 GFCI 5MA
QF120A,US2:QF120A,MX:QF120A,BREAKER 20A 1P 120V 10K QPF2 GFCI 5MA
QF130A,US2:QF130A,MX:QF130A,BREAKER QPF 1P 30A 120V 10K GFCI 5MA
Q215GF,US2:Q215GF,MX:Q215GF,BREAKER QPF 2P 15A 120/240V 10K GFCI 5MA
Q220GF,US2:Q220GF,MX:Q220GF,BREAKER QPF 2P 20A 120/240V 10K GFCI 5MA
Q230GF,US2:Q230GF,MX:Q230GF,BREAKER QPF 2P 30A 120/240V 10K GFCI 5MA
QF240A,US2:QF240A,MX:QF240A,BREAKER QPF 2P 40A 120/240V 10K GFCI 5MA
QF250A,US2:QF250A,MX:QF250A,BREAKER QPF 2P 50A 120/240V 10K GFCI 5MA
QF260A,US2:QF260A,MX:QF260A,BREAKER QPF 2P 60A 120/240V 10K GFCI 5MA
QA115AFC,US2:QA115AFC,MX:QA115AFC,BREAKER 15A 1P 120V 10K QAF2 COMB AFCI
QA120AFC,US2:QA120AFC,MX:QA120AFC,BREAKER 20A 1P 120V 10K QAF2 COMB AFCI
Q215AFC,US2:Q215AFC,MX:Q215AFC,BREAKER 15A 2P 120/240V 10K QAF CAFCI
Q220AFC,US2:Q220AFC,MX:Q220AFC,BREAKER 20A 2P 120/240V 10K QAF CAFCI
Q115DF,US2:Q115DF,MX:Q115DF,BRKR AFCI/GFCI 15A 1P 120V 10K
Q120DF,US2:Q120DF,MX:Q120DF,BRKR AFCI/GFCI 20A 1P 120V 10K
QSA1515SPD,US2:QSA1515SPD,MX:QSA1515SPD,BREAKER SPD 120/240V 15A 10KA
QSA2020SPD,US2:QSA2020SPD,MX:QSA2020SPD,BREAKER SPD 120/240V 20A 10KA
QF115AN,US2:QF115AN,MX:QF115AN,INTERRUPTOR GFCI 1 POLO 15 A PLUG ON
QF120AN,US2:QF120AN,MX:QF120AN,INTERRUPTOR GFCI 1 POLO 20 A PLUG ON
QF130AN,US2:QF130AN,MX:QF130AN,INTERRUPTOR GFCI 1 POLO 30 A PLUG ON
QE115,US2:QE115,MX:QE115,BREAKER QE 1P 15A 120V 10K GFCI 30MA
QE120,US2:QE120,MX:QE120,BREAKER QE 1P 20A 120V 10K GFCI 30MA
QE130,US2:QE130,MX:QE130,BREAKER QE 1P 30A 120V 10K GFCI 30MA
Q215EG,US2:Q215EG,MX:Q215EG,BREAKER QE 2P 15A 120/240V 10K GFCI 30MA
Q220EG,US2:Q220EG,MX:Q220EG,BREAKER QE 2P 20A 120/240V 10K GFCI 30MA
Q230EG,US2:Q230EG,MX:Q230EG,BREAKER QE 2P 30A 120/240V 10K GFCI 30MA
QE240,US2:QE240,MX:QE240,BREAKER QE 2P 40A 120/240V 10K GFCI 30MA
QE250,US2:QE250,MX:QE250,BREAKER QE 2P 50A 120/240V 10K GFCI 30MA
QE260,US2:QE260,MX:QE260,BREAKER QE 2P 60A 120/240V 10K GFCI 30MA
Q1515AFC,US2:Q1515AFC,MX:Q1515AFC,INTERRUPTOR AFCI 1 POLO 15/15 A TANDEM
Q2020AFC,US2:Q2020AFC,MX:Q2020AFC,INTERRUPTOR AFCI 1 POLO 20/20 A TANDEM
QA115AFCN,US2:QA115AFCN,MX:QA115AFCN,INTERRUPTOR AFCI 1 POLO 15 A PLUG ON
QA120AFCN,US2:QA120AFCN,MX:QA120AFCN,INTERRUPTOR AFCI 1 POLO 20 A PLUG ON
Q215AFCN,US2:Q215AFCN,MX:Q215AFCN,INTERRUPTOR AFCI 2 POLOS 15 A PLUG ON
Q220AFCN,US2:Q220AFCN,MX:Q220AFCN,INTERRUPTOR AFCI 2 POLOS 20 A PLUG ON
Q1515AFCN,US2:Q1515AFCN,MX:Q1515AFCN,INTERRUPTOR AFCI 1 POLO 15/15 A TANDEM PLUG ON
Q2020AFCN,US2:Q2020AFCN,MX:Q2020AFCN,INTERRUPTOR AFCI 1 POLO 20/20 A TANDEM PLUG ON
Q115DFN,US2:Q115DFN,MX:Q115DFN,INTERRUPTOR GFCI/AFCI 1 POLO 15 A PLUG ON
Q120DFN,US2:Q120DFN,MX:Q120DFN,INTERRUPTOR GFCI/AFCI 1 POLO 20 A PLUG ON
QSPD2A035B,US2:QSPD2A035B,MX:QSPD2A035B,SPD PLUG-ON 2P 120/240V 1P 3W 35kA
QSPD2A065P,US2:QSPD2A065P,MX:QSPD2A065P,SPD PLUG-ON 2P 120/240V 1P 3W 65kA
QSPD3B065,US2:QSPD3B065,MX:QSPD3B065,SPD PLUG-ON 3P 120/240V 3P 4W 65kA
QSPD3C065,US2:QSPD3C065,MX:QSPD3C065,SPD PLUG-ON 3P 208Y/120V 3P 4W 65kA
QSPD3D065,US2:QSPD3D065,MX:QSPD3D065,SPD PLUG-ON 3P 240V 3P 3W 65kA
BF240A,US2:BF240A,MX:BF240A,INTERRUPTOR GFCI 2 POLOS 40 A BL
BF250A,US2:BF250A,MX:BF250A,INTERRUPTOR GFCI 2 POLOS 50 A BL
BF260A,US2:BF260A,MX:BF260A,INTERRUPTOR GFCI 2 POLOS 60 A BL
B270GFHH,US2:B270GFHH,MX:B270GFHH,BRK HBQDPF GFCI 5mA 2P 120/240V 70A 65k
B280GFHH,US2:B280GFHH,MX:B280GFHH,BRK HBQDPF GFCI 5mA 2P 120/240V 80A 65k
B290GFHH,US2:B290GFHH,MX:B290GFHH,BRK HBQDPF GFCI 5mA 2P 120/240V 90A 65k
B2100GFHH,US2:B2100GFHH,MX:B2100GFHH,BRK HBQDPF GFCI 5mA 2P 120/240V 100A 65k
B315GFHH,US2:B315GFHH,MX:B315GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 15A 65k
B320GFHH,US2:B320GFHH,MX:B320GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 20A 65k
B325GFHH,US2:B325GFHH,MX:B325GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 25A 65k
B330GFHH,US2:B330GFHH,MX:B330GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 30A 65k
B335GFHH,US2:B335GFHH,MX:B335GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 35A 65k
B340GFHH,US2:B340GFHH,MX:B340GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 40A 65k
B345GFHH,US2:B345GFHH,MX:B345GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 45A 65k
B350GFHH,US2:B350GFHH,MX:B350GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 50A 65k
B360GFHH,US2:B360GFHH,MX:B360GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 60A 65k
B370GFHH,US2:B370GFHH,MX:B370GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 70A 65k
B380GFHH,US2:B380GFHH,MX:B380GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 80A 65k
B390GFHH,US2:B390GFHH,MX:B390GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 90A 65k
B3100GFHH,US2:B3100GFHH,MX:B3100GFHH,BRKHBQDPF GFCI 5mA 3P 208/120V 100A 65k
BE115,US2:BE115,MX:BE115,BREAKER BLE 1P 120V 15A 10KA
BE120,US2:BE120,MX:BE120,BREAKER BLE 1P 120V 20A 10KA
BE130,US2:BE130,MX:BE130,BREAKER BLE 1P 120V 30A 10KA
B215EG,US2:B215EG,MX:B215EG,BREAKER BLE 2P 120/240V 15A 10KA
B220EG,US2:B220EG,MX:B220EG,BREAKER BLE 2P 120/240V 20A 10KA
B230EG,US2:B230EG,MX:B230EG,BREAKER BLE 2P 120/240V 30A 10KA
BE240,US2:BE240,MX:BE240,BREAKER BLE 2P 120/240V 40A 10KA
BE250,US2:BE250,MX:BE250,BREAKER BLE 2P 120/240V 50A 10KA
BE260,US2:BE260,MX:BE260,BREAKER BLE 2P 120/240V 60A 10KA
B270EGHH,US2:B270EGHH,MX:B270EGHH,HBQDQE GFCI 30mA 2P 120/240V 70A 65k
B280EGHH,US2:B280EGHH,MX:B280EGHH,HBQDQE GFCI 30mA 2P 120/240V 80A 65k
B290EGHH,US2:B290EGHH,MX:B290EGHH,HBQDQE GFCI 30mA 2P 120/240V 90A 65k
B2100EGHH,US2:B2100EGHH,MX:B2100EGHH,HBQDQE GFCI 30mA 2P 120/240V 100A 65k
B315EGHH,US2:B315EGHH,MX:B315EGHH,HBQDQE GFCI 30mA 3P 208/120V 15A 65k
B320EGHH,US2:B320EGHH,MX:B320EGHH,HBQDQE GFCI 30mA 3P 208/120V 20A 65k
B325EGHH,US2:B325EGHH,MX:B325EGHH,HBQDQE GFCI 30mA 3P 208/120V 25A 65k
B330EGHH,US2:B330EGHH,MX:B330EGHH,HBQDQE GFCI 30mA 3P 208/120V 30A 65k
B335EGHH,US2:B335EGHH,MX:B335EGHH,HBQDQE GFCI 30mA 3P 208/120V 35A 65k
B340EGHH,US2:B340EGHH,MX:B340EGHH,HBQDQE GFCI 30mA 3P 208/120V 40A 65k
B345EGHH,US2:B345EGHH,MX:B345EGHH,HBQDQE GFCI 30mA 3P 208/120V 45A 65k
B350EGHH,US2:B350EGHH,MX:B350EGHH,HBQDQE GFCI 30mA 3P 208/120V 50A 65k
B360EGHH,US2:B360EGHH,MX:B360EGHH,HBQDQE GFCI 30mA 3P 208/120V 60A 65k
B370EGHH,US2:B370EGHH,MX:B370EGHH,HBQDQE GFCI 30mA 3P 208/120V 70A 65k
B380EGHH,US2:B380EGHH,MX:B380EGHH,HBQDQE GFCI 30mA 3P 208/120V 80A 65k
B390EGHH,US2:B390EGHH,MX:B390EGHH,HBQDQE GFCI 30mA 3P 208/120V 90A 65k
B3100EGHH,US2:B3100EGHH,MX:B3100EGHH,HBQDQE GFCI 30mA 3P 208/120V 100A 65k
BA115AFC,US2:BA115AFC,MX:BA115AFC,INTERRUPTOR AFCI 1 POLO 15 A
BA120AFC,US2:BA120AFC,MX:BA120AFC,INTERRUPTOR AFCI 1 POLO 20 A
B215AFC,US2:B215AFC,MX:B215AFC,INTERRUPTOR AFCI 2 POLOS 15 A
B220AFC,US2:B220AFC,MX:B220AFC,INTERRUPTOR AFCI 2 POLOS 20 A
D110EE,US2:D110EE,MX:D110EE,BREAKER QD 1P 10A 120V 10K 3/4IN
D115EE,US2:D115EE,MX:D115EE,BREAKER QD 1P 15A 120V 10K 3/4IN
D120EE,US2:D120EE,MX:D120EE,BREAKER QD 1P 20A 120V 10K 3/4IN
D130EE,US2:D130EE,MX:D130EE,BREAKER QD 1P 30A 120V 10K 3/4IN
D140EE,US2:D140EE,MX:D140EE,BREAKER QD 1P 40A 120V 10K 3/4IN
D150EE,US2:D150EE,MX:D150EE,BREAKER QD 1P 50A 120V 10K 3/4IN
D160EE,US2:D160EE,MX:D160EE,BREAKER QD 1P 60A 120V 10K 3/4IN
D170EE,US2:D170EE,MX:D170EE,BREAKER QD 1P 70A 120V 10K 3/4IN
D210EE,US2:D210EE,MX:D210EE,BREAKER QD 2P 10A 120/240V 10K 3/4IN
D215EE,US2:D215EE,MX:D215EE,BREAKER QD 2P 15A 120/240V 10K 3/4IN
D220EE,US2:D220EE,MX:D220EE,BREAKER QD 2P 20A 120/240V 10K 3/4IN
D230EE,US2:D230EE,MX:D230EE,BREAKER QD 2P 30A 120/240V 10K 3/4IN
D240EE,US2:D240EE,MX:D240EE,BREAKER QD 2P 40A 120/240V 10K 3/4IN
D250EE,US2:D250EE,MX:D250EE,BREAKER QD 2P 50A 120/240V 10K 3/4IN
D260EE,US2:D260EE,MX:D260EE,BREAKER QD 2P 60A 120/240V 10K 3/4IN
D270EE,US2:D270EE,MX:D270EE,BREAKER QD 2P 70A 120/240V 10K 3/4IN
D280EE,US2:D280EE,MX:D280EE,BREAKER QD 2P 80A 120/240V 10K 3/4IN
D290EE,US2:D290EE,MX:D290EE,BREAKER QD 2P 90A 120/240V 10K 3/4IN
D2100EE,US2:D2100EE,MX:D2100EE,BREAKER QD 2P 100A 120/240V 10K 3/4IN
D315EE,US2:D315EE,MX:D315EE,BREAKER QD 3P 15A 120/240V 10K 3/4IN
D320EE,US2:D320EE,MX:D320EE,BREAKER QD 3P 20A 120/240V 10K 3/4IN
D330EE,US2:D330EE,MX:D330EE,BREAKER QD 3P 30A 120/240V 10K 3/4IN
D340EE,US2:D340EE,MX:D340EE,BREAKER QD 3P 40A 120/240V 10K 3/4IN
D350EE,US2:D350EE,MX:D350EE,BREAKER QD 3P 50A 120/240V 10K 3/4IN
D360EE,US2:D360EE,MX:D360EE,BREAKER QD 3P 60A 120/240V 10K 3/4IN
D370EE,US2:D370EE,MX:D370EE,BREAKER QD 3P 70A 120/240V 10K 3/4IN
D380EE,US2:D380EE,MX:D380EE,BREAKER QD 3P 80A 120/240V 10K 3/4IN
D390EE,US2:D390EE,MX:D390EE,BREAKER QD 3P 90A 120/240V 10K 3/4IN
D3100EE,US2:D3100EE,MX:D3100EE,BREAKER QD 3P 100A 120/240V 10K 3/4IN
B115,US2:B115,MX:B115,BREAKER BL 1P 15A 120V 10K
B120,US2:B120,MX:B120,BREAKER BL 1P 20A 120V 10K
B130,US2:B130,MX:B130,BREAKER BL 1P 30A 120V 10K
B140,US2:B140,MX:B140,BREAKER BL 1P 40A 120V 10K
B150,US2:B150,MX:B150,BREAKER BL 1P 50A 120V 10K
B160,US2:B160,MX:B160,BREAKER BL 1P 60A 120V 10K
B170,US2:B170,MX:B170,BREAKER BL 1P 70A 120V 10K
B215,US2:B215,MX:B215,BREAKER BL 2P 15A 120/240V 10K
B220,US2:B220,MX:B220,BREAKER BL 2P 20A 120/240V 10K
B230,US2:B230,MX:B230,BREAKER BL 2P 30A 120/240V 10K
B240,US2:B240,MX:B240,BREAKER BL 2P 40A 120/240V 10K
B250,US2:B250,MX:B250,BREAKER BL 2P 50A 120/240V 10K
B260,US2:B260,MX:B260,BREAKER BL 2P 60A 120/240V 10K
B270,US2:B270,MX:B270,BREAKER BL 2P 70A 120/240V 10K
B280,US2:B280,MX:B280,BREAKER BL 2P 80A 120/240V 10K
B290,US2:B290,MX:B290,BREAKER BL 2P 90A 120/240V 10K
B2100,US2:B2100,MX:B2100,BREAKER BL 2P 100A 120/240V 10K
B2110,US2:B2110,MX:B2110,BREAKER BL 2P 110A 120/240V 10K
B2125,US2:B2125,MX:B2125,BREAKER BL 2P 125A 120/240V 10K
B315,US2:B315,MX:B315,BREAKER BL 3P 15A 240V 10K
B320,US2:B320,MX:B320,BREAKER BL 3P 20A 240V 10K
B330,US2:B330,MX:B330,BREAKER BL 3P 30A 240V 10K
B340,US2:B340,MX:B340,BREAKER BL 3P 40A 240V 10K
B350,US2:B350,MX:B350,INTERRUPTOR BL 3P 50A 10KA
B360,US2:B360,MX:B360,BREAKER BL 3P 60A 240V 10K
B370,US2:B370,MX:B370,BREAKER BL 3P 70A 240V 10K
B380,US2:B380,MX:B380,BREAKER BL 3P 80A 240V 10K
B390,US2:B390,MX:B390,BREAKER BL 3P 90A 240V 10K
B3100,US2:B3100,MX:B3100,BREAKER BL 3P 100A 240V 10K
B1515,US2:B1515,MX:B1515,INTERRUPTO BT 1 POLO 2 CIRCUITOS 15 A 10KA
B1515H,US2:B1515H,MX:B1515H,INTERRUPTO BT 1 POLO 2 CIRCUITOS 15 A 22KA
B2020,US2:B2020,MX:B2020,INTERRUPTO BT 1 POLO 2 CIRCUITOS 20 A 10KA
B2020H,US2:B2020H,MX:B2020H,INTERRUPTO BT 1 POLO 2 CIRCUITOS 20 A 22KA
B115H,US2:B115H,MX:B115H,BREAKER BLH 1P 15A 120V 22K
B120H,US2:B120H,MX:B120H,BREAKER BLH 1P 20A 120V 22K
B130H,US2:B130H,MX:B130H,BREAKER BLH 1P 30A 120V 22K
B140H,US2:B140H,MX:B140H,BREAKER BLH 1P 40A 120V 22K
B150H,US2:B150H,MX:B150H,BREAKER BLH 1P 50A 120V 22K
B160H,US2:B160H,MX:B160H,BREAKER BLH 1P 60A 120V 22K
B170H,US2:B170H,MX:B170H,BREAKER BLH 1P 70A 120V 22K
B215H,US2:B215H,MX:B215H,BREAKER BLH 2P 15A 120/240V 22K
B220H,US2:B220H,MX:B220H,BREAKER BLH 2P 20A 120/240V 22K
B230H,US2:B230H,MX:B230H,BREAKER BLH 2P 30A 120/240V 22K
B240H,US2:B240H,MX:B240H,BREAKER BLH 2P 40A 120/240V 22K
B250H,US2:B250H,MX:B250H,BREAKER BLH 2P 50A 120/240V 22K
B260H,US2:B260H,MX:B260H,BREAKER BLH 2P 60A 120/240V 22K
B270H,US2:B270H,MX:B270H,BREAKER BLH 2P 70A 120/240V 22K
B280H,US2:B280H,MX:B280H,BREAKER BLH 2P 80A 120/240V 22K
B290H,US2:B290H,MX:B290H,BREAKER BLH 2P 90A 120/240V 22K
B2100H,US2:B2100H,MX:B2100H,BREAKER BLH 2P 100A 120/240V 22K
B2110H,US2:B2110H,MX:B2110H,BREAKER BLH 2P 110A 120/240V 22K
B2125H,US2:B2125H,MX:B2125H,BREAKER BLH 2P 125A 120/240V 22K
B315H,US2:B315H,MX:B315H,BREAKER BLH 3P 15A 240V 22K
B320H,US2:B320H,MX:B320H,BREAKER BLH 3P 20A 240V 22K
B330H,US2:B330H,MX:B330H,BREAKER BLH 3P 30A 240V 22K
B340H,US2:B340H,MX:B340H,BREAKER BLH 3P 40A 240V 22K
B350H,US2:B350H,MX:B350H,BREAKER BLH 3P 50A 240V 22K
B360H,US2:B360H,MX:B360H,BREAKER BLH 3P 60A 240V 22K
B370H,US2:B370H,MX:B370H,BREAKER BLH 3P 70A 240V 22K
B380H,US2:B380H,MX:B380H,BREAKER BLH 3P 80A 240V 22K
B390H,US2:B390H,MX:B390H,BREAKER BLH 3P 90A 240V 22K
B3100H,US2:B3100H,MX:B3100H,BREAKER BLH 3P 100A 240V 22K
BF115A,US2:BF115A,MX:BF115A,BREAKER 15A 1P 120V 10K BLF2 GFCI 5MA
BF120A,US2:BF120A,MX:BF120A,BREAKER 20A 1P 120V 10K BLF2 GFCI 5MA
BF130A,US2:BF130A,MX:BF130A,BREAKER BLF 1P 30A 120V 10K GFCI 5MA
B215GF,US2:B215GF,MX:B215GF,BREAKER BLF 2P 15A 120/240V 10K GFCI 5MA
B220GF,US2:B220GF,MX:B220GF,BREAKER BLF 2P 20A 120/240V 10K GFCI 5MA
B230GF,US2:B230GF,MX:B230GF,BREAKER BLF 2P 30A 120/240V 10K GFCI 5MA
B115DF,US2:B115DF,MX:B115DF,BRKR AFCI/GFCI 15A 1P 120V 10K
B120DF,US2:B120DF,MX:B120DF,BRKR AFCI/GFCI 20A 1P 120V 10K
BSPD2A100,US2:BSPD2A100,MX:BSPD2A100,BOLT-ON SPD 2P 120/240V 1P 3W 100kA
BSPD3B100,US2:BSPD3B100,MX:BSPD3B100,BOLT-ON SPD 3P 240/120V 3P 4W 100kA
BSPD3C100,US2:BSPD3C100,MX:BSPD3C100,BOLT-ON SPD 3P 208Y/120V 3P 4W 100kA
BSPD3D100,US2:BSPD3D100,MX:BSPD3D100,BOLT-ON SPD 3P 240V 3P 4W 100kA
BSPD3E100,US2:BSPD3E100,MX:BSPD3E100,BOLT-ON SPD 3P 480Y/277V 3P 4W 100kA
BSPD3F100,US2:BSPD3F100,MX:BSPD3F100,BOLT-ON SPD 3P 480V 3P 3W 100kA
BSPD3G100,US2:BSPD3G100,MX:BSPD3G100,BOLT-ON SPD 3P 600V 3P 3W 100kA
BSPD3K100,US2:BSPD3K100,MX:BSPD3K100,BOLT-ON SPD 3P 380Y/220V 3P 4W 100kA
BSPD3L100,US2:BSPD3L100,MX:BSPD3L100,BOLT-ON SPD 3P 600Y/347V 3P 4W 100kA
BSPD3S100,US2:BSPD3S100,MX:BSPD3S100,BOLT-ON SPD 3P 400Y/230V 3P 4W 100kA
BSPD3T100,US2:BSPD3T100,MX:BSPD3T100,BOLT-ON SPD 3P 415Y/240V 3P 4W 100kA
BQD115,US2:BQD115,MX:BQD115,DISYUNTOR BQD 1P 15A 277VAC
BQD120,US2:BQD120,MX:BQD120,DISYUNTOR BQD 1P 20A 277VAC
BQD130,US2:BQD130,MX:BQD130,DISYUNTOR BQD 1P 30A 277VAC
BQD140,US2:BQD140,MX:BQD140,DISYUNTOR BQD 1P 40A 277VAC
BQD150,US2:BQD150,MX:BQD150,DISYUNTOR BQD 1P 50A 277VAC
BQD160,US2:BQD160,MX:BQD160,DISYUNTOR BQD 1P 60A 277VAC
BQD170,US2:BQD170,MX:BQD170,DISYUNTOR BQD 1P 70A 277VAC
BQD215,US2:BQD215,MX:BQD215,BREAKER BQD 2P 15A 480VAC 14KA
BQD220,US2:BQD220,MX:BQD220,DISYUNTOR BQD 2P 20A 480VAC
BQD230,US2:BQD230,MX:BQD230,BREAKER BQD 2P 30A 480VAC
BQD240,US2:BQD240,MX:BQD240,DISYUNTOR BQD 2P 40A 480VAC
BQD250,US2:BQD250,MX:BQD250,DISYUNTOR BQD 2P 50A 480VAC
BQD260,US2:BQD260,MX:BQD260,DISYUNTOR BQD 2P 60A 480VAC
BQD270,US2:BQD270,MX:BQD270,DISYUNTOR BQD 2P 70A 480VAC
BQD2100,US2:BQD2100,MX:BQD2100,DISYUNTOR BQD 2P 100A 480VAC
BQD315,US2:BQD315,MX:BQD315,BREAKER BQD 3P 15A 480VAC 14KA
BQD320,US2:BQD320,MX:BQD320,DISYUNTOR BQD 3P 20A 480VAC 14KA
BQD330,US2:BQD330,MX:BQD330,DISYUNTOR BQD 3P 30A 480VAC 14KA
BQD340,US2:BQD340,MX:BQD340,DISYUNTOR BQD 3P 40A 480VAC
BQD350,US2:BQD350,MX:BQD350,DISYUNTOR BQD 3P 50A 480VAC
BQD360,US2:BQD360,MX:BQD360,DISYUNTOR BQD 3P 60A 480VAC
BQD370,US2:BQD370,MX:BQD370,BREAKER BQD 3P 70A 480VAC 14KA
BQD380,US2:BQD380,MX:BQD380,BREAKER BQD 3P 80A 480VAC 14KA
BQD390,US2:BQD390,MX:BQD390,DISYUNTOR BQD 3P 90A 480VAC
BQD3100,US2:BQD3100,MX:BQD3100,DISYUNTOR BQD 3P 100A 480VAC
CQD115,US2:CQD115,MX:CQD115,RIEL PARA INTERRUPTOR CQD 1P
CQD120,US2:CQD120,MX:CQD120,RIEL PARA INTERRUPTOR CQD 1P
CQD130,US2:CQD130,MX:CQD130,RIEL PARA INTERRUPTOR CQD 1P
CQD140,US2:CQD140,MX:CQD140,RIEL PARA INTERRUPTOR CQD 1P
CQD150,US2:CQD150,MX:CQD150,RIEL PARA INTERRUPTOR CQD 1P
CQD160,US2:CQD160,MX:CQD160,RIEL PARA INTERRUPTOR CQD 1P
CQD215,US2:CQD215,MX:CQD215,INTERRUPTOR CQD 2P15A 480/277V
CQD220,US2:CQD220,MX:CQD220,INTERRUPTOR CQD 2P20A 480/277V
CQD230,US2:CQD230,MX:CQD230,INTERRUPTOR CQD 2P30A 480/277V
CQD240,US2:CQD240,MX:CQD240,INTERRUPTOR CQD 2P40A 480/277V
CQD250,US2:CQD250,MX:CQD250,INTERRUPTOR CQD 2P 50A 480/277V
CQD260,US2:CQD260,MX:CQD260,INTERRUPTOR CQD 2P 60A 480/277V
CQD270,US2:CQD270,MX:CQD270,INTERRUPTOR CQD 2P 70A 480/277V
CQD2100,US2:CQD2100,MX:CQD2100,INTERRUPTOR CQD 2P100A 480/277V
CQD315,US2:CQD315,MX:CQD315,NTERRUPTOR CQD 3P 15A 480/277V
CQD320,US2:CQD320,MX:CQD320,INTERRUPTOR CQD 3P 20A 480/277V
CQD330,US2:CQD330,MX:CQD330,INTERRUPTOR CQD 3P 30A 480/277V
CQD340,US2:CQD340,MX:CQD340,INTERRUPTOR CQD 3P 40A 480/277V
CQD350,US2:CQD350,MX:CQD350,INTERRUPTOR CQD 3P 50A 480/277V
CQD360,US2:CQD360,MX:CQD360,INTERRUPTOR CQD 3P 60A 480/277V
CQD370,US2:CQD370,MX:CQD370,INTERRUPTOR CQD 3P 70A 480/277V
CQD380,US2:CQD380,MX:CQD380,INTERRUPTOR CQD 3P 80A 480/277V
CQD390,US2:CQD390,MX:CQD390,INTERRUPTOR CQD 3P 90A 480/277V
CQD3100,US2:CQD3100,MX:CQD3100,INTERRUPTOR CQD 3P100A 480/277V
QR22B100MX,US2:QR22B100MX,MX:QR22B100MX,BREAKER QR 2P 100A 240V 10KA
QR22B125MX,US2:QR22B125MX,MX:QR22B125MX,BREAKER QR 2P 125A 240V 10KA
QR22B150MX,US2:QR22B150MX,MX:QR22B150MX,BREAKER QR 2P 150A 240V 10KA
QR22B175MX,US2:QR22B175MX,MX:QR22B175MX,BREAKER QR 2P 175A 240V 10KA
QR22B200MX,US2:QR22B200MX,MX:QR22B200MX,BK T/QR 240V 200A 2P 10KA@240V NON UL
QR22B225MX,US2:QR22B225MX,MX:QR22B225MX,BREAKER QR 2P 225A 240V 10KA
QR22B250MX,US2:QR22B250MX,MX:QR22B250MX,BREAKER QR 2P 250A 240V 10KA
QR23B100MX,US2:QR23B100MX,MX:QR23B100MX,BREAKER QR 3P 100A 240V 10KA
